qid,K,C,layer,train_input,test_input,decision_score,probability,fold
Who is the author of Showdown?,0,0,20,cq,cq,-5.852121964400146,0.0028655595641400825,0
In what city was Hittman born?,0,0,20,cq,cq,-4.586510607266586,0.010085592048265257,3
Who is the author of Checkers?,0,0,20,cq,cq,-7.191505463481754,0.0007523882067211654,0
Who was the composer of Imagine This?,0,0,20,cq,cq,-7.360067710425456,0.0006357509473406314,0
What genre is Raavan?,0,0,20,cq,cq,-0.6962900958723273,0.33263527393989994,0
Who was the producer of The Fighter?,0,0,20,cq,cq,3.2277909239855767,0.9618668087374275,4
"What is Sir Thomas Clarges, 3rd Baronet's occupation?",0,0,20,cq,cq,-2.737975035812916,0.06076937835913212,0
What is the capital of Golden Valley County?,0,0,20,cq,cq,1.2007708941806214,0.7686618928990663,0
What genre is Foreign Legion?,0,0,20,cq,cq,-0.16928557863018723,0.457779385698367,3
Who was the producer of The Lost Bridegroom?,0,0,20,cq,cq,-4.387809659309476,0.012275363564495998,1
Who was the producer of Still Alive and Well?,0,0,20,cq,cq,-7.643101973675375,0.00047910958976176056,3
What is the religion of Milica Hrebeljanović?,0,0,20,cq,cq,-2.310354451353709,0.09026903274069346,4
What is the religion of Muscat and Oman?,0,0,20,cq,cq,4.237696938025673,0.98576475680688,3
Who is the father of Sun He?,0,0,20,cq,cq,0.2778138439102784,0.5690101773618143,2
Who was the producer of Friday the 13th Part 2?,0,0,20,cq,cq,0.8726225936468162,0.7052911120031027,0
Who was the composer of Sleep?,0,0,20,cq,cq,-2.276895302487101,0.09305464470478331,0
Who was the producer of The Guilty?,0,0,20,cq,cq,-3.7757632102757177,0.022406053894931256,3
Who is the author of Riders in the Chariot?,0,0,20,cq,cq,-4.322271392595999,0.01309592940143349,0
Who is the author of Obsessed?,0,0,20,cq,cq,-1.37003627709549,0.202613985383822,3
Who is the father of Hooge?,0,0,20,cq,cq,-3.7862637545210953,0.022177199542566504,0
Who was the director of My Family?,0,0,20,cq,cq,-6.566884142229508,0.0014041974820755835,0
What is Jack Mackenzie's occupation?,0,0,20,cq,cq,-1.411295743907972,0.1960297639749409,0
Who was the producer of Paid?,0,0,20,cq,cq,-4.5781698694035,0.010169206097802851,2
Who was the screenwriter for The Purchase Price?,0,0,20,cq,cq,-0.39868827469462187,0.40162753674501184,1
Who is the author of Find Me?,0,0,20,cq,cq,-5.358471318239878,0.004686035479209007,2
Who was the composer of Troy?,0,0,20,cq,cq,3.8595984283249734,0.9793585864253722,0
Who is the author of Mary Marston?,0,0,20,cq,cq,-3.5401658784535424,0.028190743204172343,4
Who is the father of Sisowath of Cambodia?,0,0,20,cq,cq,0.4841635822385404,0.6187305609003526,3
Who was the director of Green Tea?,0,0,20,cq,cq,-4.817587089713899,0.008021411732869434,0
Who was the producer of 2001?,0,0,20,cq,cq,-0.05724313512655099,0.4856931227083199,2
In what city was Mikael Eriksson born?,0,0,20,cq,cq,-0.2631064673483152,0.43460022362962913,0
Who was the director of Late Last Night?,0,0,20,cq,cq,-3.310364463370844,0.035217333709402644,0
Who is the mother of Christiane Sehested?,0,0,20,cq,cq,0.0022934861184946698,0.5005733712782922,0
In what city was Steve McDonald born?,0,0,20,cq,cq,-6.830506064055799,0.001079145459536917,3
Who is the author of Saints of Big Harbour?,0,0,20,cq,cq,-0.6804886082884831,0.3361522590142433,2
What is Thomas McMurtry's occupation?,0,0,20,cq,cq,2.56230088367401,0.9283955649807214,0
Who was the composer of Ariane et Barbe-bleue?,0,0,20,cq,cq,-1.5812879633760955,0.170613152334496,4
Who is the author of Lucky?,0,0,20,cq,cq,2.740306030488308,0.9393635304295013,0
Who was the composer of Never Forget?,0,0,20,cq,cq,0.6654991508381922,0.660494612366863,0
Who was the composer of Apache?,0,0,20,cq,cq,0.7389625774993891,0.6767689588586934,0
Who was the director of The Gamesters of Triskelion?,0,0,20,cq,cq,-0.4446910178071879,0.39062376302997587,0
Who was the producer of Drift?,0,0,20,cq,cq,-9.473176986130433,7.68808397937741e-05,1
Who is the author of Detective?,0,0,20,cq,cq,-2.1179883881508688,0.10736069984992203,4
Who was the director of Gotti?,0,0,20,cq,cq,-5.191045585119414,0.005535372948717815,1
In what city was Gregorio Selser born?,0,0,20,cq,cq,-5.68007821106706,0.003401680548567372,1
Who was the producer of Come and Get It?,0,0,20,cq,cq,2.349412586467779,0.9128875254781075,1
Who is the author of Definitions?,0,0,20,cq,cq,8.499627920098211,0.9997964973321777,0
Who was the composer of Wish You Were Here?,0,0,20,cq,cq,-3.1296989884029496,0.04189868895706002,4
What genre is The Untold?,0,0,20,cq,cq,-1.8630594008605796,0.13434685224197454,4
Who was the producer of The Sweet Sins of Sexy Susan?,0,0,20,cq,cq,-5.066920015053254,0.006262335743669738,3
Who was the composer of You Never Know?,0,0,20,cq,cq,-3.782501139610417,0.022258940106115968,3
Who was the screenwriter for The Invisible Hand?,0,0,20,cq,cq,-1.7932623265332635,0.14267321826698456,4
Who was the screenwriter for P Se PM Tak?,0,0,20,cq,cq,1.4271103607534361,0.8064506771751733,3
Who is the author of Bec?,0,0,20,cq,cq,-2.325667330864465,0.08901939573296676,2
What sport does Najeh Humoud play?,0,0,20,cq,cq,0.6137769902829449,0.6488019024440559,3
What is Windsor the capital of?,0,0,20,cq,cq,3.3817724972292638,0.9671299987947503,2
What genre is Hands Across the Sea?,0,0,20,cq,cq,-1.6263856488572777,0.16432609288400968,0
Who was the producer of Dil?,0,0,20,cq,cq,-2.33243466812246,0.08847212309189036,3
Who is the father of Ragnall mac Gofraid?,0,0,20,cq,cq,-1.6715575016515287,0.15821663390143612,3
In what city was Jaime de Angulo born?,0,0,20,cq,cq,-1.7470292790997153,0.1484222846543855,2
What is Preston the capital of?,0,0,20,cq,cq,-0.8952575798570783,0.29002604028756557,0
Who is the author of What Remains?,0,0,20,cq,cq,-3.5248680392347085,0.02861288181430252,1
Who was the director of Porky's Duck Hunt?,0,0,20,cq,cq,1.6385724115557483,0.8373405916080287,4
Who was the producer of M?,0,0,20,cq,cq,0.40761026626554564,0.6005147273432304,4
Who is the father of Goi?,0,0,20,cq,cq,-3.1713247121439823,0.04025919948559399,2
What is Paddy Mullins's occupation?,0,0,20,cq,cq,6.0044905384901455,0.9975384280893875,2
What sport does Elias MacDonald play?,0,0,20,cq,cq,-2.41644773003387,0.08192704296752379,4
What is Delhi the capital of?,0,0,20,cq,cq,3.690741369151614,0.9756540218239158,0
Who was the producer of Long Pants?,0,0,20,cq,cq,-5.9082823918580125,0.002709488093669345,0
In what country is Davidson?,0,0,20,cq,cq,3.1172931623051463,0.9576004616572188,4
Who was the producer of The Robe?,0,0,20,cq,cq,-5.810328739940081,0.0029874930012460128,0
Who is the father of Mary of Woodstock?,0,0,20,cq,cq,10.140714522716713,0.9999605609439582,4
Who is the mother of Hou Ji?,0,0,20,cq,cq,-0.12037858011338765,0.46994164418400747,4
What sport does Daniel Manzato play?,0,0,20,cq,cq,2.489221735437534,0.923382760875025,2
In what city was Robert Creamer born?,0,0,20,cq,cq,-5.5642130536530905,0.0038179626994747427,0
Who was the screenwriter for Where No One Has Gone Before?,0,0,20,cq,cq,0.7057944089992874,0.6694712128699372,3
What is Sardar Muhammad Yousaf Zaman's occupation?,0,0,20,cq,cq,2.5792735946782384,0.9295156925862068,1
Who was the director of Legend?,0,0,20,cq,cq,0.023969913690812028,0.505992191520937,4
Who was the screenwriter for Computer Warriors?,0,0,20,cq,cq,-0.40261090449255565,0.40068520397374546,0
Who was the screenwriter for Il Boss?,0,0,20,cq,cq,-9.939500363091012,4.822907064379918e-05,1
Who was the composer of The Best Offer?,0,0,20,cq,cq,-4.485718991133076,0.011143212020605243,3
Who is the author of Chosen?,0,0,20,cq,cq,4.506510595176559,0.9890835782212275,4
Who is the father of Seol Chong?,0,0,20,cq,cq,-5.039547935739132,0.006434998135173512,0
What is the capital of Egypt Eyalet?,0,0,20,cq,cq,10.642211363475113,0.9999761144109462,0
In what city was Manon born?,0,0,20,cq,cq,-6.055833991086932,0.0023386641371898336,2
What genre is The Art of the Steal?,0,0,20,cq,cq,6.51819239286219,0.9985258410268096,2
Who was the screenwriter for Pip?,0,0,20,cq,cq,4.293816995387964,0.9865311726685461,3
Who is the father of Rafi-ush-Shan?,0,0,20,cq,cq,-3.3888574651439636,0.032645517054698175,4
What is Thomas Widdrington's occupation?,0,0,20,cq,cq,-3.7929164986951256,0.02203338999150012,4
In what city was Mark Holzemer born?,0,0,20,cq,cq,-3.466680245934925,0.030275293314745474,1
What is the religion of Appalachian Bible College?,0,0,20,cq,cq,2.9984720358705967,0.9525050507530388,1
What is Gina Krog's occupation?,0,0,20,cq,cq,2.809203412650284,0.9431711377027268,1
Who is the author of The Interruption of Everything?,0,0,20,cq,cq,-1.736705483461403,0.1497318830011324,0
Who is the author of The New Troy?,0,0,20,cq,cq,-3.9245185415694746,0.019369073137553927,1
Who was the director of Guess Who?,0,0,20,cq,cq,-5.111495462373519,0.005990955071654671,4
Who is the author of The Prodigal Son?,0,0,20,cq,cq,0.716618646902794,0.67186198593881,3
"Who was the composer of Robinson Crusoe, Jr.?",0,0,20,cq,cq,-3.6886057201089524,0.02439675834968468,4
Who was the director of Crave?,0,0,20,cq,cq,-2.311790862742331,0.09015114327294266,1
Who was the producer of Amy's Baking Company?,0,0,20,cq,cq,-0.7263595780229912,0.32599410077271296,4
Who was the producer of Swingers?,0,0,20,cq,cq,-4.288473926990399,0.013540007783952167,2
What sport does Thiago Quirino play?,0,0,20,cq,cq,4.764997743405034,0.991549118605083,2
What is John Jay's occupation?,0,0,20,cq,cq,-3.0004852442082686,0.04740395627866117,3
What is the religion of Ohio Northern University?,0,0,20,cq,cq,-1.9354352240116275,0.12615020251652836,2
Who was the screenwriter for Human Resources?,0,0,20,cq,cq,-2.295442901601238,0.09150108182642526,3
Who was the producer of Perfect Day?,0,0,20,cq,cq,-2.429586120880375,0.08094425128701924,4
Who was the director of Bread and Circuses?,0,0,20,cq,cq,-5.846042222866087,0.0028829841133961765,4
What is the capital of Northumberland County?,0,0,20,cq,cq,2.507072263086632,0.9246361271005377,4
Who was the director of The Emerald City?,0,0,20,cq,cq,-2.499683265702136,0.07588038725582118,1
What is the capital of Lys?,0,0,20,cq,cq,-0.41114322624855104,0.39863802864900816,4
Who was the director of The Empath?,0,0,20,cq,cq,-0.0064125045289575855,0.4983968793611456,1
What is the capital of Goondiwindi Region?,0,0,20,cq,cq,1.5620438053235992,0.8266464301524218,4
Who was the composer of The Sanguine Fan?,0,0,20,cq,cq,-3.235858536175321,0.03783837902100263,4
Who was the screenwriter for Neighbors?,0,0,20,cq,cq,-1.2672928284053235,0.21972102741697638,1
In what city was James W. Owens born?,0,0,20,cq,cq,-4.997228593159117,0.006711300605782754,1
Who was the composer of Ninnindale?,0,0,20,cq,cq,-5.340977476756718,0.004768339152803715,4
In what city was Alfred Jefferis Turner born?,0,0,20,cq,cq,-5.712378700257819,0.0032939163129454474,4
What is the religion of Father Jean Bernard?,0,0,20,cq,cq,-4.245841713777182,0.014121401840781327,4
Who was the screenwriter for The Rubber Gun?,0,0,20,cq,cq,-5.7739624949334765,0.0030977938044595573,0
What is the religion of Kenneth Steiner?,0,0,20,cq,cq,-3.2684846679461232,0.03666831792335057,0
Who was the producer of Don't Ever Leave Me?,0,0,20,cq,cq,-1.4705529888656352,0.18685857693541924,2
Who was the screenwriter for La Collectionneuse?,0,0,20,cq,cq,5.059128662640455,0.9936889907487981,0
What genre is No Doubt?,0,0,20,cq,cq,7.892448464705867,0.9996265856693486,4
Who was the producer of The Turning Point?,0,0,20,cq,cq,-3.959786100940499,0.01871043681303887,1
Who is the author of Close to Home?,0,0,20,cq,cq,-3.3421917648758956,0.03415178749406649,2
What genre is SimTower?,0,0,20,cq,cq,6.6877923994779875,0.9987555201833193,0
Who was the director of The Closet?,0,0,20,cq,cq,-2.0011011795614135,0.11908735370426558,4
In what city was Billy McGinty born?,0,0,20,cq,cq,-7.017297818530489,0.000895441503625827,3
Who was the producer of Rehab?,0,0,20,cq,cq,-1.1689977683352553,0.2370361901323998,1
Who was the director of Little 'Tinker?,0,0,20,cq,cq,-5.0498773603748415,0.006369291612136954,3
Who was the composer of Mela?,0,0,20,cq,cq,-2.7007787747295593,0.06292741797879597,1
Who was the screenwriter for Being Human?,0,0,20,cq,cq,-1.2992364312403724,0.2142935523765288,4
Who was the producer of The Search?,0,0,20,cq,cq,-4.537744461888224,0.010584282552163827,4
Who was the composer of Annakili?,0,0,20,cq,cq,-0.8389478523489027,0.3017564247149396,2
Who is the father of Pierre Joxe?,0,0,20,cq,cq,1.6291217567773006,0.8360492927373552,1
Who is the author of The Story of the Daughters of Quchan?,0,0,20,cq,cq,0.4723936983866659,0.6159501559902784,1
Who was the producer of Jeans?,0,0,20,cq,cq,-2.619408974140397,0.0678996896514231,3
Who was the producer of Arthur 2: On the Rocks?,0,0,20,cq,cq,-7.962971175646569,0.0003479961183809801,3
Who was the producer of Parker?,0,0,20,cq,cq,-3.780318326942841,0.022306495277842883,1
Who is the father of Abbot Oliba?,0,0,20,cq,cq,0.7052022549627046,0.669340168169149,4
Who was the screenwriter for Mantra?,0,0,20,cq,cq,-8.12572384841993,0.0002957430262732595,2
Who is the mother of Lincoln Stedman?,0,0,20,cq,cq,-0.21215970565558084,0.4471581337484764,2
What genre is Roper?,0,0,20,cq,cq,0.5944975180782979,0.6443964184938227,4
What genre is Artur Lemba?,0,0,20,cq,cq,2.0378378376474267,0.884712919483204,0
Who is the father of Shi Jian?,0,0,20,cq,cq,-2.9549007180050446,0.04950540038364267,4
Who was the producer of Let America Laugh?,0,0,20,cq,cq,-6.808205065653399,0.0011034549807431991,1
Who was the producer of Kites?,0,0,20,cq,cq,-1.347223551759337,0.20632465780394468,2
Who was the director of The Crocodile's Dilemma?,0,0,20,cq,cq,-1.9935060286656943,0.11988643520364642,3
Who was the composer of Do It Again?,0,0,20,cq,cq,-0.966651378084959,0.27554845649440896,2
What is the religion of Robert J. Fox?,0,0,20,cq,cq,-2.400926556604662,0.08310206920322011,1
Who is the father of Mary of Waltham?,0,0,20,cq,cq,5.556371171291697,0.996152095244901,4
Who is the father of Gao Wei?,0,0,20,cq,cq,1.5072743331037288,0.8186569118135175,4
Who was the producer of RV?,0,0,20,cq,cq,-2.7898304116473063,0.057876201650326975,3
Who was the producer of The Holy Girl?,0,0,20,cq,cq,-3.653185078830343,0.025254179364140674,2
Who was the composer of 1984?,0,0,20,cq,cq,-1.8270655563502043,0.13858822014680341,2
Who was the producer of The Economics of Happiness?,0,0,20,cq,cq,-4.991005434659208,0.006752913401688448,0
What is the religion of Francesco Bonifacio?,0,0,20,cq,cq,0.33070218871440993,0.5819302203575433,3
Who is the father of Bridget Bendish?,0,0,20,cq,cq,-0.7361103074817961,0.3238552973313989,3
In what country is Ig?,0,0,20,cq,cq,4.827108401326031,0.9920539961959768,3
Who was the producer of The Best Man?,0,0,20,cq,cq,-7.543641196754044,0.0005291860308233162,1
Who is the author of The Origins and History of Consciousness?,0,0,20,cq,cq,3.770497256719403,0.9774783099829422,0
In what city was Herman Hertzberger born?,0,0,20,cq,cq,1.7834963612334285,0.8561280589938007,4
Who was the composer of WarGames?,0,0,20,cq,cq,7.656931957747364,0.9995274677699713,0
What is the religion of James VI and I?,0,0,20,cq,cq,-0.12812740804560274,0.4680118974305617,1
Who was the screenwriter for A Personal Journey with Martin Scorsese Through American Movies?,0,0,20,cq,cq,1.5866052714634917,0.83013795235564,1
Who is the author of The Gathering?,0,0,20,cq,cq,-5.629005783637913,0.003579287602036164,2
In what city was Doc Parker born?,0,0,20,cq,cq,-6.219230965159424,0.001986820291162598,3
Who is the author of The Bishop's Heir?,0,0,20,cq,cq,-1.8599819109275053,0.1347051603946001,0
What is Philadelphia the capital of?,0,0,20,cq,cq,0.927554566335437,0.7165788967611724,2
Who was the composer of Trans?,0,0,20,cq,cq,-0.47613800599219513,0.38316449263469327,1
Who is the author of Solar?,0,0,20,cq,cq,4.503042636771331,0.9890460702146041,4
In what city was Dick Calmus born?,0,0,20,cq,cq,-8.08402850327182,0.00030833093678099067,4
Who is the author of Hard Time?,0,0,20,cq,cq,-1.46745911147236,0.18732912374432492,2
Who was the producer of The Wild Life?,0,0,20,cq,cq,-8.023596815967291,0.00032753212969983264,0
Who was the screenwriter for Drive?,0,0,20,cq,cq,-0.43940321167674656,0.3918831811483307,1
Who was the producer of South of Heaven?,0,0,20,cq,cq,-0.5717720898390217,0.3608280250001414,4
Who was the director of The Ragman's Daughter?,0,0,20,cq,cq,-1.1665399150602616,0.2374809802381685,2
Who was the screenwriter for Nowhere?,0,0,20,cq,cq,-0.3081895094776317,0.4235567204705082,0
Who was the director of Submission?,0,0,20,cq,cq,-2.4495634752467925,0.07947047725600331,1
Who is the mother of Dan?,0,0,20,cq,cq,0.9361096334563492,0.7183131520953696,4
Who was the screenwriter for The Myth of Fingerprints?,0,0,20,cq,cq,-2.9886970322253594,0.04793912353909481,2
Who was the screenwriter for The Betrayal?,0,0,20,cq,cq,-0.4355417485634434,0.39280379253370046,3
In what city was Joel Johnson born?,0,0,20,cq,cq,-6.909291398383941,0.0009974691217593842,4
Who was the producer of This Island Earth?,0,0,20,cq,cq,-4.143274893838898,0.015622844250568257,4
Who was the composer of Julie Johnson?,0,0,20,cq,cq,-9.073522367697059,0.00011464879911535594,3
Who was the composer of The Fog of War?,0,0,20,cq,cq,-1.801759010696447,0.14163707655407606,2
"Who is the father of Archduke Leopold of Austria, Prince of Tuscany?",0,0,20,cq,cq,2.026214805067401,0.88352210565103,0
Who was the producer of High Risk?,0,0,20,cq,cq,-2.075385658898058,0.11151232440540636,4
Who was the screenwriter for Coralie Lansdowne Says No?,0,0,20,cq,cq,-3.4636844382405574,0.030363370210255692,2
Who was the director of Backstage?,0,0,20,cq,cq,-5.056809979445132,0.006325566789454977,0
Who is the author of Finder?,0,0,20,cq,cq,-2.6714602325790935,0.06467857528803991,1
In what city was Shawn Respert born?,0,0,20,cq,cq,-3.629886976130028,0.025834082808134037,4
Who was the producer of Peter Gabriel?,0,0,20,cq,cq,-4.5756418537459655,0.01019468411684486,3
In what city was Lance Hooper born?,0,0,20,cq,cq,-7.820612445121707,0.000401214748983945,3
